GROUP,DEVICE,NUM,UID,X,Y,Z,T_X,T_Y,T_Z,PI IP,NODE ID,DEVICE_TYPE,CONFIG,INSTALLED,NODE_TYPE
TG:2:HU:3,LC2,--,--,1738.0778,1125.80248,1677.132514,218302.2279,11893.1642,3914.298384,172.23.0.62,546545,actuator,,,HU
TG:2:HU:3,DA,--,--,1675.1422,1125.80248,1670.166496,218302.2279,11893.1642,3914.298384,172.23.0.62,546545,actuator,,,HU
TG:2:HU:3,WT,1,3,1679.7684,1341.08067,1628.370388,218302.2279,11893.1642,3914.298384,172.23.0.62,546545,actuator,,,HU
TG:2:GE:3,GE,1,18,1614.5196,1233.44157,1642.302424,218302.2279,11893.1642,3914.298384,172.23.0.62,111111,sensor,,,GN
TG:2:HU:3,NC1,--,--,1650.3436,677.51233,1224.663692,218302.2279,11893.1642,3914.298384,172.23.0.62,546545,actuator,,,HU
TG:2:HU:3,NC2,--,--,1667.3688,629.40618,1340.567152,218302.2279,11893.1642,3914.298384,172.23.0.62,546545,actuator,,,HU
TG:2:HU:3,PSB,--,--,1721.815,600.57927,1355.197514,218302.2279,11893.1642,3914.298384,172.23.0.62,546545,actuator,,,HU
TG:2:HU:3,HC1,--,--,1776.2611,571.75237,1369.827876,218302.2279,11893.1642,3914.298384,172.23.0.62,546545,actuator,,,HU
TG:2:HU:3,HC2,--,--,1868.1281,562.20471,1283.185141,218302.2279,11893.1642,3914.298384,172.23.0.62,546545,actuator,,,HU
TG:2:HU:3,LC2,--,--,1851.1029,610.31086,1167.281681,218302.2279,11893.1642,3914.298384,172.23.0.62,546545,actuator,,,HU
TG:2:HU:3,LC1,--,--,1742.2106,667.96467,1138.020956,218302.2279,11893.1642,3914.298384,172.23.0.62,546545,actuator,,,HU
TG:2:HU:3,SD,1,16,1796.6568,639.13776,1152.651318,218302.2279,11893.1642,3914.298384,172.23.0.62,546545,sensor,ENVELOPEPIN 17;,,HU
TG:2:HU:2,DR,3,29,2294.0572,1301.34134,1930.533586,218302.2279,11893.1642,3914.298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,MO,1,25,2140.8835,1164.43891,1606.279607,218302.2279,11893.1642,3914.298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,MO,6,31,2151.3337,1206.34134,1748.077201,218302.2279,11893.1642,3914.298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,MO,5,26,2284.6017,1225.4816,1810.078648,218302.2279,11893.1642,3914.298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,MO,4,21,2407.4265,1202.66072,1730.30027,218302.2279,11893.1642,3914.298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,DR,2,22,2510.5758,1176.61413,1503.671032,218302.2279,11893.1642,3914.298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,MO,3,6,2396.9808,1160.72042,1588.516013,218302.2279,11893.1642,3914.298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,MO,2,32,2263.7121,1141.63769,1526.492676,218302.2279,11893.1642,3914.298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,DR,1,9,2017.1924,1183.81442,1537.873237,218302.2279,11893.1642,3914.298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,NC1,--,--,1902.5819,713.02053,810.990939,218302.2279,11893.1642,3914.298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,NC2,--,--,1920.2524,664.69903,926.708084,218302.2279,11893.1642,3914.298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,PSB,--,--,1974.818,635.93456,941.012562,218302.2279,11893.1642,3914.298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,HC1,--,--,2029.3836,607.17009,955.317041,218302.2279,11893.1642,3914.298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,HC2,--,--,2122.0967,610.73514,873.95517,218302.2279,11893.1642,3914.298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,LC2,--,--,2103.1738,646.28414,752.491709,218302.2279,11893.1642,3914.298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,LC1,--,--,1994.0426,703.81308,723.882752,218302.2279,11893.1642,3914.298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:1,DR,2,22,2221.3307,1146.01264,1329.561231,218302.2279,11893.1642,3914.298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,DR,3,29,1758.3046,1316.57301,1363.69058,218302.2279,11893.1642,3914.298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,MO,6,31,1863.7988,1303.39021,1137.027408,218302.2279,11893.1642,3914.298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,MO,5,26,1858.5629,1260.7734,1278.898018,218302.2279,11893.1642,3914.298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,MO,4,21,1976.119,1195.21768,1340.983403,218302.2279,11893.1642,3914.298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,MO,3,6,2098.896,1172.22409,1261.172279,218302.2279,11893.1642,3914.298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,MO,2,32,2104.1141,1214.80714,1119.288407,218302.2279,11893.1642,3914.298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,MO,1,25,1986.5793,1280.41635,1057.224797,218302.2279,11893.1642,3914.298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,DR,1,9,2004.9346,1354.37495,936.615056,218302.2279,11893.1642,3914.298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,HC2,--,--,1454.4621,897.63147,840.157569,218302.2279,11893.1642,3914.298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,NC1,--,--,1472.0835,849.36172,955.903801,218302.2279,11893.1642,3914.298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,NC2,--,--,1581.2031,791.84703,984.585301,218302.2279,11893.1642,3914.298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,RPi,--,--,1626.9523,787.22455,941.052936,218302.2279,11893.1642,3914.298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,LC1,--,--,1672.7014,782.60207,897.52057,218302.2279,11893.1642,3914.298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,LC2,--,--,1655.08,830.87181,781.774339,218302.2279,11893.1642,3914.298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,PSB,--,--,1600.5202,859.62916,767.433588,218302.2279,11893.1642,3914.298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,HC1,--,--,1545.9603,888.38651,753.092838,218302.2279,11893.1642,3914.298384,172.23.0.62,456146,actuator,,,HU
TG:1:HU:2,DR,3,29,2722.2683,1952.60491,2075.246308,218302.2279,11893.1642,3914.298384,172.23.0.61,213479,actuator,,,HU
TG:3:HU:3,NC1,--,--,1089.8342,2143.24477,777.209283,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,NC2,--,--,1015.6492,2070.38606,849.499475,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,PSB,--,--,1011.3487,2008.27678,837.95127,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,HC1,--,--,1007.0481,1946.16751,826.403066,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,HC2,--,--,1072.6319,1894.80768,731.016464,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,LC2,--,--,1146.8168,1967.66639,658.726273,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,SD,1,16,1151.1174,2029.77567,670.274477,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,sensor,ENVELOPEPIN 17;,,HU
TG:3:HU:3,LC1,--,--,1155.418,2091.88494,681.822682,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,AMP1,--,--,1489.0642,2194.69617,1385.394984,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,AMP2,--,--,1549.6868,2087.05707,1413.259056,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,OS,--,--,1517.0624,2033.23753,1420.225074,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,LS,--,--,1484.4381,1979.41798,1427.191092,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,LC2,--,--,1421.5024,1979.41798,1420.225074,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,DA,--,--,1358.5668,1979.41798,1413.259056,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:GE:3,GE,1,18,1297.9443,2087.05707,1385.394984,218302.2279,11893.1642,3914.298384,172.23.0.63,222222,sensor,,,GN
TG:3:HU:3,WT,1,3,1363.193,2194.69617,1371.462948,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,DR,3,29,1680.8326,1981.08213,1986.490953,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,MO,6,31,1567.4585,1885.25321,1784.892028,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,MO,5,26,1633.9196,1866.24722,1916.012437,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,MO,4,21,1686.5,1732.91582,1953.822777,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,DR,2,22,1755.3192,1503.93123,1879.591018,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,MO,3,6,1672.5623,1618.571,1860.529096,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,MO,2,32,1606.0641,1637.572,1729.424066,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,MO,1,25,1553.5399,1770.91691,1691.592518,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,DR,1,9,1525.9447,1797.39981,1554.149224,218302.2279,11893.1642,3914.298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:2,DR,3,29,1626.1274,1523.36214,1565.804202,218302.2279,11893.1642,3914.298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,MO,6,31,1552.497,1685.32231,1389.642959,218302.2279,11893.1642,3914.298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,MO,5,26,1604.9589,1552.00441,1427.655682,218302.2279,11893.1642,3914.298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,MO,4,21,1671.2634,1466.74899,1326.134551,218302.2279,11893.1642,3914.298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,MO,3,6,1685.1235,1514.82193,1186.607603,218302.2279,11893.1642,3914.298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,MO,1,25,1566.3907,1733.41602,1250.124015,218302.2279,11893.1642,3914.298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,MO,2,32,1632.7161,1648.16666,1148.604546,218302.2279,11893.1642,3914.298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,DR,2,22,1780.6104,1451.73159,1101.41977,218302.2279,11893.1642,3914.298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,DR,1,9,1551.9033,1872.88238,1223.787786,218302.2279,11893.1642,3914.298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,NC1,--,--,1384.9156,2086.59974,395.465373,218302.2279,11893.1642,3914.298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,NC2,--,--,1310.915,2013.17756,467.37345,218302.2279,11893.1642,3914.298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,PSB,--,--,1306.8392,1951.10382,455.555828,218302.2279,11893.1642,3914.298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,HC1,--,--,1302.7634,1889.03008,443.738206,218302.2279,11893.1642,3914.298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,HC2,--,--,1377.4416,1839.14115,359.106906,218302.2279,11893.1642,3914.298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,LC2,--,--,1442.613,1911.72694,276.286809,218302.2279,11893.1642,3914.298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,LC1,--,--,1450.7646,2035.87443,299.922053,218302.2279,11893.1642,3914.298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:1,PSB,--,--,1384.0746,2413.08698,485.120137,218302.2279,11893.1642,3914.298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,HC1,--,--,1388.1605,2475.16679,496.902276,218302.2279,11893.1642,3914.298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,HC2,--,--,1322.3411,2525.95286,592.433707,218302.2279,11893.1642,3914.298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,NC1,--,--,1248.3498,2452.57929,664.400858,218302.2279,11893.1642,3914.298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,NC2,--,--,1240.1778,2328.41965,640.836579,218302.2279,11893.1642,3914.298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,RPi,--,--,1273.0875,2303.02662,593.070863,218302.2279,11893.1642,3914.298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,LC1,--,--,1305.9972,2277.63359,545.305148,218302.2279,11893.1642,3914.298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,LC2,--,--,1379.9886,2351.00716,473.337997,218302.2279,11893.1642,3914.298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,DR,3,29,1607.9989,2205.32532,1187.424228,218302.2279,11893.1642,3914.298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,MO,6,31,1728.8636,2192.33304,968.559098,218302.2279,11893.1642,3914.298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,MO,5,26,1639.2249,2131.23292,1069.566869,218302.2279,11893.1642,3914.298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,MO,4,21,1615.7827,1984.87133,1068.995792,218302.2279,11893.1642,3914.298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,DR,2,22,1690.3129,1759.09478,990.570119,218302.2279,11893.1642,3914.298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,MO,3,6,1681.9376,1899.61522,967.370789,218302.2279,11893.1642,3914.298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,MO,2,32,1771.5457,1960.72511,866.338395,218302.2279,11893.1642,3914.298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,MO,1,25,1795.0329,2107.07693,866.950376,218302.2279,11893.1642,3914.298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,DR,1,9,1908.1413,2158.77872,797.043892,218302.2279,11893.1642,3914.298384,172.23.0.63,126478,actuator,,,HU
TG:4:HU:3,LC1,--,--,2223.015,3228.13556,1093.756923,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,NC1,--,--,2199.8843,3266.82724,1212.102161,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,NC2,--,--,2080.5203,3282.40285,1251.438043,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,PSB,--,--,2032.4036,3270.84481,1211.933366,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,HC1,--,--,1984.287,3259.28677,1172.428688,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,HC2,--,--,2007.4177,3220.59509,1054.08345,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,SD,1,16,2174.8984,3216.57752,1054.252245,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,sensor,ENVELOPEPIN 17;,,HU
TG:4:HU:3,LC2,--,--,2126.7817,3205.01949,1014.747568,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,AMP1,--,--,2135.5561,2835.73217,1642.302304,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,AMP2,--,--,2196.1786,2728.09307,1670.166376,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,OS,--,--,2163.5542,2674.27353,1677.132394,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,LS,--,--,2130.9299,2620.45398,1684.098412,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,LC2,--,--,2067.9943,2620.45398,1677.132394,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,DA,--,--,2005.0586,2620.45398,1670.166376,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,WT,1,3,2009.6848,2835.73217,1628.370268,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:GE:3,GE,1,18,1944.4361,2728.09307,1642.302304,218302.2279,11893.1642,3914.298384,172.23.0.64,333333,sensor,,,GN
TG:4:HU:3,DR,3,29,1882.9362,2253.77225,2059.360492,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,MO,6,31,1828.9853,2397.8952,1861.884209,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,MO,5,26,1794.5551,2285.26113,1951.878691,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,MO,4,21,1695.3438,2183.80949,1909.02699,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,MO,3,6,1630.5155,2195.02965,1776.195887,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,DR,2,22,1566.9344,2079.90826,1720.888904,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,MO,2,32,1664.9194,2307.68889,1686.218974,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,MO,1,25,1764.1746,2409.10338,1729.048732,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,DR,1,9,1824.3675,2492.37613,1630.074192,218302.2279,11893.1642,3914.298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:2,LC2,--,--,2356.1537,3068.33583,607.819338,218302.2279,11893.1642,3914.298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,LC1,--,--,2451.9273,3091.62603,687.334513,218302.2279,11893.1642,3914.298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,NC1,--,--,2428.1037,3130.29284,805.550347,218302.2279,11893.1642,3914.298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,NC2,--,--,2308.5065,3145.66946,844.251005,218302.2279,11893.1642,3914.298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,PSB,--,--,2260.6197,3134.02436,804.493418,218302.2279,11893.1642,3914.298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,HC2,--,--,2237.1274,3072.24973,654.644394,218302.2279,11893.1642,3914.298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,HC1,--,--,2212.7329,3122.37926,764.73583,218302.2279,11893.1642,3914.298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,DR,3,29,1641.4122,2315.22259,1487.200025,218302.2279,11893.1642,3914.298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,MO,6,31,1805.8192,2495.21969,1430.132753,218302.2279,11893.1642,3914.298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,MO,5,26,1706.4912,2393.80103,1387.482175,218302.2279,11893.1642,3914.298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,MO,4,21,1704.1893,2346.85649,1246.903983,218302.2279,11893.1642,3914.298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,MO,3,6,1801.2291,2401.31607,1148.984123,218302.2279,11893.1642,3914.298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,DR,2,22,1823.9485,2329.66251,1027.721163,218302.2279,11893.1642,3914.298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,MO,2,32,1900.5998,2502.69173,1191.64589,218302.2279,11893.1642,3914.298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,MO,1,25,1902.8881,2549.65325,1332.223592,218302.2279,11893.1642,3914.298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,DR,1,9,2019.831,2615.41425,1380.743554,218302.2279,11893.1642,3914.298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:1,PSB,--,--,2659.7579,3200.98849,1042.132298,218302.2279,11893.1642,3914.298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,HC1,--,--,2707.6674,3212.63957,1081.860763,218302.2279,11893.1642,3914.298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,HC2,--,--,2683.9108,3251.30395,1200.090888,218302.2279,11893.1642,3914.298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,NC1,--,--,2564.3353,3266.66618,1238.864084,218302.2279,11893.1642,3914.298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,NC2,--,--,2468.5163,3243.36402,1159.407154,218302.2279,11893.1642,3914.298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,RPi,--,--,2480.3946,3224.03183,1100.292091,218302.2279,11893.1642,3914.298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,LC1,--,--,2492.2729,3204.69964,1041.177029,218302.2279,11893.1642,3914.298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,LC2,--,--,2611.8484,3189.33741,1002.403833,218302.2279,11893.1642,3914.298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,MO,6,31,2453.5834,2654.23321,1286.630279,218302.2279,11893.1642,3914.298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,MO,5,26,2326.413,2676.32814,1359.502557,218302.2279,11893.1642,3914.298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,MO,4,21,2196.9088,2651.59268,1291.76469,218302.2279,11893.1642,3914.298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,MO,3,6,2194.5781,2604.81741,1151.125604,218302.2279,11893.1642,3914.298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,MO,2,32,2321.752,2582.76133,1078.242822,218302.2279,11893.1642,3914.298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,MO,1,25,2451.2531,2607.43925,1146.002363,218302.2279,11893.1642,3914.298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,DR,3,29,2329.206,2683.047,1501.988218,218302.2279,11893.1642,3914.298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,DR,2,22,2075.2133,2545.24118,1100.558143,218302.2279,11893.1642,3914.298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,DR,1,9,2569.7073,2550.36304,1090.645404,218302.2279,11893.1642,3914.298384,172.23.0.64,234564,actuator,,,HU
TG:5:HU:1,DR,3,29,2923.0796,2088.45639,1869.571765,218302.2279,11893.1642,3914.298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,MO,6,31,3035.3241,2048.97787,1649.295549,218302.2279,11893.1642,3914.298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,MO,5,26,2968.9242,2140.67776,1744.967183,218302.2279,11893.1642,3914.298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,MO,4,21,2915.3046,2270.64655,1698.013782,218302.2279,11893.1642,3914.298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,MO,3,6,2928.1416,2308.94113,1555.390338,218302.2279,11893.1642,3914.298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,DR,2,22,2844.4702,2412.61111,1504.341527,218302.2279,11893.1642,3914.298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,MO,1,25,3048.1421,2087.26202,1506.672476,218302.2279,11893.1642,3914.298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,MO,2,32,2994.5785,2217.2545,1459.728035,218302.2279,11893.1642,3914.298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,DR,1,9,3075.7288,1985.57619,1410.482773,218302.2279,11893.1642,3914.298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,LC2,--,--,3650.7054,2074.88527,1842.164075,218302.2279,11893.1642,3914.298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,HC1,--,--,3594.7179,2169.9463,1904.344991,218302.2279,11893.1642,3914.298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,PSB,--,--,3622.7116,2122.41578,1873.254533,218302.2279,11893.1642,3914.298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,HC2,--,--,3562.1339,2275.55411,1842.514984,218302.2279,11893.1642,3914.298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,LC1,--,--,3674.109,2085.43203,1718.153153,218302.2279,11893.1642,3914.298384,172.23.0.65,24576,actuator,,,HU
