GROUP,DEVICE,NUM,UID,X,Y,Z,T_X,T_Y,T_Z,PI IP,NODE ID,DEVICE_TYPE,CONFIG,INSTALLED,NODE_TYPE,CONTROL IP
TG:3:HU:1,NC1,--,--,-1027.013658,554.700514,-809.6753661,218302.2279,11893.1642,3914.298384,172.23.0.83,393049,actuator,,,HU,172.23.0.99
TG:3:HU:1,NC2,--,--,-1035.185658,430.540874,-833.2396451,218302.2279,11893.1642,3914.298384,172.23.0.83,393049,actuator,,,HU,172.23.0.99
TG:3:HU:1,RPi,--,--,-1002.275958,405.147844,-881.0053611,218302.2279,11893.1642,3914.298384,172.23.0.83,393049,actuator,,,HU,172.23.0.99
TG:3:HU:1,LC1,--,--,-969.3662583,379.754814,-928.7710761,218302.2279,11893.1642,3914.298384,172.23.0.83,393049,actuator,,,HU,172.23.0.99
TG:3:HU:1,LC2,--,--,-895.3748583,453.128384,-1000.738227,218302.2279,11893.1642,3914.298384,172.23.0.83,393049,actuator,,,HU,172.23.0.99
TG:3:HU:1,DR,3,29,-667.3645583,307.446544,-286.6519961,218302.2279,11893.1642,3914.298384,172.23.0.83,393049,actuator,,,HU,172.23.0.99
TG:3:HU:1,MO,6,31,-546.4998583,294.454264,-505.5171261,218302.2279,11893.1642,3914.298384,172.23.0.83,393049,actuator,,,HU,172.23.0.99
TG:3:HU:1,MO,5,26,-636.1385583,233.354144,-404.5093551,218302.2279,11893.1642,3914.298384,172.23.0.83,393049,actuator,,,HU,172.23.0.99
TG:3:HU:1,MO,4,21,-659.5807583,86.99255397,-405.0804321,218302.2279,11893.1642,3914.298384,172.23.0.83,393049,actuator,,,HU,172.23.0.99
TG:3:HU:1,DR,2,22,-585.0505583,-138.783996,-483.5061051,218302.2279,11893.1642,3914.298384,172.23.0.83,393049,actuator,,,HU,172.23.0.99
TG:3:HU:1,MO,3,6,-593.4258583,1.736443966,-506.7054351,218302.2279,11893.1642,3914.298384,172.23.0.83,393049,actuator,,,HU,172.23.0.99
TG:3:HU:1,MO,2,32,-503.8177583,62.84633397,-607.7378291,218302.2279,11893.1642,3914.298384,172.23.0.83,393049,actuator,,,HU,172.23.0.99
TG:3:HU:1,MO,1,25,-480.3305583,209.198154,-607.1258481,218302.2279,11893.1642,3914.298384,172.23.0.83,393049,actuator,,,HU,172.23.0.99
TG:3:HU:1,DR,1,9,-367.2221583,260.899944,-677.0323321,218302.2279,11893.1642,3914.298384,172.23.0.83,393049,actuator,,,HU,172.23.0.99
TG:4:HU:3,LC1,--,--,-52.34845828,1330.256784,-380.3193011,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,NC1,--,--,-75.47915828,1368.948464,-261.9740631,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,NC2,--,--,-194.8431583,1384.524074,-222.6381811,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,PSB,--,--,-242.9598583,1372.966034,-262.1428581,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,HC1,--,--,-291.0764583,1361.407994,-301.6475361,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,HC2,--,--,-267.9457583,1322.716314,-419.9927741,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:2,SD,1,16,-100.4650583,1318.698744,-419.8239791,218302.2279,11893.1642,3914.298384,172.23.0.84,393071,sensor,ENVELOPEPIN 17;,,HU,172.23.0.99
TG:4:HU:3,LC2,--,--,-148.5817583,1307.140714,-459.3286561,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,AMP1,--,--,-139.8073583,937.853394,168.2260799,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,AMP2,--,--,-79.18485828,830.214294,196.0901519,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,OS,--,--,-111.8092583,776.394754,203.0561699,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,LS,--,--,-144.4335583,722.575204,210.0221879,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,LC2,--,--,-207.3691583,722.575204,203.0561699,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,DA,--,--,-270.3048583,722.575204,196.0901519,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,WT,1,3,-265.6786583,937.853394,154.2940439,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,TXPIN 4;,,HU,172.23.0.99
TG:4:GN:3,GE,1,18,-330.9273583,830.214294,168.2260799,218302.2279,11893.1642,3914.298384,172.23.0.84,393053,sensor,,,GN,172.23.0.99
TG:4:HU:3,DR,3,29,-392.4272583,355.893474,585.2842679,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,MO,6,31,-446.3781583,500.016424,387.8079849,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,MO,5,26,-480.8083583,387.382354,477.8024669,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,MO,4,21,-580.0196583,285.930714,434.9507659,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,MO,3,6,-644.8479583,297.150874,302.1196629,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,DR,2,22,-708.4290583,182.029484,246.8126799,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,MO,2,32,-610.4440583,409.810114,212.1427499,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,MO,1,25,-511.1888583,511.224604,254.9725079,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:3,DR,1,9,-450.9959583,594.497354,155.9979679,218302.2279,11893.1642,3914.298384,172.23.0.84,379755,actuator,,,HU,172.23.0.99
TG:4:HU:2,LC2,--,--,80.79024172,1170.457054,-866.2568861,218302.2279,11893.1642,3914.298384,172.23.0.84,393071,actuator,,,HU,172.23.0.99
TG:4:HU:2,LC1,--,--,176.5638417,1193.747254,-786.7417111,218302.2279,11893.1642,3914.298384,172.23.0.84,393071,actuator,,,HU,172.23.0.99
TG:4:HU:2,NC1,--,--,152.7402417,1232.414064,-668.5258771,218302.2279,11893.1642,3914.298384,172.23.0.84,393071,actuator,,,HU,172.23.0.99
TG:4:HU:2,NC2,--,--,33.14304172,1247.790684,-629.8252191,218302.2279,11893.1642,3914.298384,172.23.0.84,393071,actuator,,,HU,172.23.0.99
TG:4:HU:2,PSB,--,--,-14.74375828,1236.145584,-669.5828061,218302.2279,11893.1642,3914.298384,172.23.0.84,393071,actuator,,,HU,172.23.0.99
TG:4:HU:2,HC2,--,--,-38.23605828,1174.370954,-819.4318301,218302.2279,11893.1642,3914.298384,172.23.0.84,393071,actuator,,,HU,172.23.0.99
TG:4:HU:2,HC1,--,--,-62.63055828,1224.500484,-709.3403941,218302.2279,11893.1642,3914.298384,172.23.0.84,393071,actuator,,,HU,172.23.0.99
TG:4:HU:2,DR,3,29,-633.9512583,417.343814,13.12380088,218302.2279,11893.1642,3914.298384,172.23.0.84,393071,actuator,,,HU,172.23.0.99
TG:4:HU:2,MO,6,31,-469.5442583,597.340914,-43.94347112,218302.2279,11893.1642,3914.298384,172.23.0.84,393071,actuator,,,HU,172.23.0.99
TG:4:HU:2,MO,5,26,-568.8722583,495.922254,-86.59404912,218302.2279,11893.1642,3914.298384,172.23.0.84,393071,actuator,,,HU,172.23.0.99
TG:4:HU:2,MO,4,21,-571.1741583,448.977714,-227.1722411,218302.2279,11893.1642,3914.298384,172.23.0.84,393071,actuator,,,HU,172.23.0.99
TG:4:HU:2,MO,3,6,-474.1343583,503.437294,-325.0921011,218302.2279,11893.1642,3914.298384,172.23.0.84,393071,actuator,,,HU,172.23.0.99
TG:4:HU:2,DR,2,22,-451.4149583,431.783734,-446.3550611,218302.2279,11893.1642,3914.298384,172.23.0.84,393071,actuator,,,HU,172.23.0.99
TG:4:HU:2,MO,2,32,-374.7636583,604.812954,-282.4303341,218302.2279,11893.1642,3914.298384,172.23.0.84,393071,actuator,,,HU,172.23.0.99
TG:4:HU:2,MO,1,25,-372.4753583,651.774474,-141.8526321,218302.2279,11893.1642,3914.298384,172.23.0.84,393071,actuator,,,HU,172.23.0.99
TG:4:HU:2,DR,1,9,-255.5324583,717.535474,-93.33267012,218302.2279,11893.1642,3914.298384,172.23.0.84,393071,actuator,,,HU,172.23.0.99
TG:4:HU:1,PSB,--,--,384.3944417,1303.109714,-431.9439261,218302.2279,11893.1642,3914.298384,172.23.0.84,379759,actuator,,,HU,172.23.0.99
TG:4:HU:1,HC1,--,--,432.3039417,1314.760794,-392.2154611,218302.2279,11893.1642,3914.298384,172.23.0.84,379759,actuator,,,HU,172.23.0.99
TG:4:HU:1,HC2,--,--,408.5473417,1353.425174,-273.9853361,218302.2279,11893.1642,3914.298384,172.23.0.84,379759,actuator,,,HU,172.23.0.99
TG:4:HU:1,NC1,--,--,288.9718417,1368.787404,-235.2121401,218302.2279,11893.1642,3914.298384,172.23.0.84,379759,actuator,,,HU,172.23.0.99
TG:4:HU:1,NC2,--,--,193.1528417,1345.485244,-314.6690701,218302.2279,11893.1642,3914.298384,172.23.0.84,379759,actuator,,,HU,172.23.0.99
TG:4:HU:1,RPi,--,--,205.0311417,1326.153054,-373.7841331,218302.2279,11893.1642,3914.298384,172.23.0.84,379759,actuator,,,HU,172.23.0.99
TG:4:HU:1,LC1,--,--,216.9094417,1306.820864,-432.8991951,218302.2279,11893.1642,3914.298384,172.23.0.84,379759,actuator,,,HU,172.23.0.99
