GROUP,DEVICE,NUM,UID,X,Y,Z,T_X,T_Y,T_Z,PI IP,NODE ID,DEVICE_TYPE,CONFIG,INSTALLED,NODE_TYPE
TG:2:HU:2,NC2,--,--,1.9202524,0.66469903,-1.573291916,218.3022279,11.8931642,3.914298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,PSB,--,--,1.974818,0.63593456,-1.558987438,218.3022279,11.8931642,3.914298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,HC1,--,--,2.0293836,0.60717009,-1.544682959,218.3022279,11.8931642,3.914298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,HC2,--,--,2.1220967,0.61073514,-1.62604483,218.3022279,11.8931642,3.914298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,LC2,--,--,2.1031738,0.64628414,-1.747508291,218.3022279,11.8931642,3.914298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:2,LC1,--,--,1.9940426,0.70381308,-1.776117248,218.3022279,11.8931642,3.914298384,172.23.0.62,546547,actuator,,,HU
TG:2:HU:1,DR,2,22,2.2213307,1.14601264,-1.170438769,218.3022279,11.8931642,3.914298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,DR,3,29,1.7583046,1.31657301,-1.13630942,218.3022279,11.8931642,3.914298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,MO,6,31,1.8637988,1.30339021,-1.362972592,218.3022279,11.8931642,3.914298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,MO,5,26,1.8585629,1.2607734,-1.221101982,218.3022279,11.8931642,3.914298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,MO,4,21,1.976119,1.19521768,-1.159016597,218.3022279,11.8931642,3.914298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,MO,3,6,2.098896,1.17222409,-1.238827721,218.3022279,11.8931642,3.914298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,MO,2,32,2.1041141,1.21480714,-1.380711593,218.3022279,11.8931642,3.914298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,MO,1,25,1.9865793,1.28041635,-1.442775203,218.3022279,11.8931642,3.914298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,DR,1,9,2.0049346,1.35437495,-1.563384944,218.3022279,11.8931642,3.914298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,HC2,--,--,1.4544621,0.89763147,-1.659842431,218.3022279,11.8931642,3.914298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,NC1,--,--,1.4720835,0.84936172,-1.544096199,218.3022279,11.8931642,3.914298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,NC2,--,--,1.5812031,0.79184703,-1.515414699,218.3022279,11.8931642,3.914298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,RPi,--,--,1.6269523,0.78722455,-1.558947064,218.3022279,11.8931642,3.914298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,LC1,--,--,1.6727014,0.78260207,-1.60247943,218.3022279,11.8931642,3.914298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,LC2,--,--,1.65508,0.83087181,-1.718225661,218.3022279,11.8931642,3.914298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,PSB,--,--,1.6005202,0.85962916,-1.732566412,218.3022279,11.8931642,3.914298384,172.23.0.62,456146,actuator,,,HU
TG:2:HU:1,HC1,--,--,1.5459603,0.88838651,-1.746907162,218.3022279,11.8931642,3.914298384,172.23.0.62,456146,actuator,,,HU
TG:1:HU:2,DR,3,29,2.7222683,1.95260491,-0.424753692,218.3022279,11.8931642,3.914298384,172.23.0.61,213479,actuator,,,HU
TG:3:HU:3,NC1,--,--,1.0898342,2.14324477,-1.722790717,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,NC2,--,--,1.0156492,2.07038606,-1.650500525,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,PSB,--,--,1.0113487,2.00827678,-1.66204873,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,HC1,--,--,1.0070481,1.94616751,-1.673596934,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,HC2,--,--,1.0726319,1.89480768,-1.768983536,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,LC2,--,--,1.1468168,1.96766639,-1.841273727,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,SD,1,16,1.1511174,2.02977567,-1.829725523,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,sensor,,,HU
TG:3:HU:3,LC1,--,--,1.155418,2.09188494,-1.818177318,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,AMP1,--,--,1.4890642,2.19469617,-1.114605016,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,AMP2,--,--,1.5496868,2.08705707,-1.086740944,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,OS,--,--,1.5170624,2.03323753,-1.079774926,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,LS,--,--,1.4844381,1.97941798,-1.072808908,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,LC2,--,--,1.4215024,1.97941798,-1.079774926,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,DA,--,--,1.3585668,1.97941798,-1.086740944,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:GE:3,GE,1,18,1.2979443,2.08705707,-1.114605016,218.3022279,11.8931642,3.914298384,172.23.0.63,222222,sensor,,,GN
TG:3:HU:3,WT,1,3,1.363193,2.19469617,-1.128537052,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,DR,3,29,1.6808326,1.98108213,-0.513509047,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,MO,6,31,1.5674585,1.88525321,-0.715107972,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,MO,5,26,1.6339196,1.86624722,-0.583987563,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,MO,4,21,1.6865,1.73291582,-0.546177223,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,DR,2,22,1.7553192,1.50393123,-0.620408982,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,MO,3,6,1.6725623,1.618571,-0.639470904,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,MO,2,32,1.6060641,1.637572,-0.770575934,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,MO,1,25,1.5535399,1.77091691,-0.808407482,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:3,DR,1,9,1.5259447,1.79739981,-0.945850776,218.3022279,11.8931642,3.914298384,172.23.0.63,564879,actuator,,,HU
TG:3:HU:2,DR,3,29,1.6261274,1.52336214,-0.934195798,218.3022279,11.8931642,3.914298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,MO,6,31,1.552497,1.68532231,-1.110357041,218.3022279,11.8931642,3.914298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,MO,5,26,1.6049589,1.55200441,-1.072344318,218.3022279,11.8931642,3.914298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,MO,4,21,1.6712634,1.46674899,-1.173865449,218.3022279,11.8931642,3.914298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,MO,3,6,1.6851235,1.51482193,-1.313392397,218.3022279,11.8931642,3.914298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,MO,1,25,1.5663907,1.73341602,-1.249875985,218.3022279,11.8931642,3.914298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,MO,2,32,1.6327161,1.64816666,-1.351395454,218.3022279,11.8931642,3.914298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,DR,2,22,1.7806104,1.45173159,-1.39858023,218.3022279,11.8931642,3.914298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,DR,1,9,1.5519033,1.87288238,-1.276212214,218.3022279,11.8931642,3.914298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,NC1,--,--,1.3849156,2.08659974,-2.104534627,218.3022279,11.8931642,3.914298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,NC2,--,--,1.310915,2.01317756,-2.03262655,218.3022279,11.8931642,3.914298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,PSB,--,--,1.3068392,1.95110382,-2.044444172,218.3022279,11.8931642,3.914298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,HC1,--,--,1.3027634,1.88903008,-2.056261794,218.3022279,11.8931642,3.914298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,HC2,--,--,1.3774416,1.83914115,-2.140893094,218.3022279,11.8931642,3.914298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,LC2,--,--,1.442613,1.91172694,-2.223713191,218.3022279,11.8931642,3.914298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:2,LC1,--,--,1.4507646,2.03587443,-2.200077947,218.3022279,11.8931642,3.914298384,172.23.0.63,567478,actuator,,,HU
TG:3:HU:1,PSB,--,--,1.3840746,2.41308698,-2.014879863,218.3022279,11.8931642,3.914298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,HC1,--,--,1.3881605,2.47516679,-2.003097724,218.3022279,11.8931642,3.914298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,HC2,--,--,1.3223411,2.52595286,-1.907566293,218.3022279,11.8931642,3.914298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,NC1,--,--,1.2483498,2.45257929,-1.835599142,218.3022279,11.8931642,3.914298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,NC2,--,--,1.2401778,2.32841965,-1.859163421,218.3022279,11.8931642,3.914298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,RPi,--,--,1.2730875,2.30302662,-1.906929137,218.3022279,11.8931642,3.914298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,LC1,--,--,1.3059972,2.27763359,-1.954694852,218.3022279,11.8931642,3.914298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,LC2,--,--,1.3799886,2.35100716,-2.026662003,218.3022279,11.8931642,3.914298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,DR,3,29,1.6079989,2.20532532,-1.312575772,218.3022279,11.8931642,3.914298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,MO,6,31,1.7288636,2.19233304,-1.531440902,218.3022279,11.8931642,3.914298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,MO,5,26,1.6392249,2.13123292,-1.430433131,218.3022279,11.8931642,3.914298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,MO,4,21,1.6157827,1.98487133,-1.431004208,218.3022279,11.8931642,3.914298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,DR,2,22,1.6903129,1.75909478,-1.509429881,218.3022279,11.8931642,3.914298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,MO,3,6,1.6819376,1.89961522,-1.532629211,218.3022279,11.8931642,3.914298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,MO,2,32,1.7715457,1.96072511,-1.633661605,218.3022279,11.8931642,3.914298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,MO,1,25,1.7950329,2.10707693,-1.633049624,218.3022279,11.8931642,3.914298384,172.23.0.63,126478,actuator,,,HU
TG:3:HU:1,DR,1,9,1.9081413,2.15877872,-1.702956108,218.3022279,11.8931642,3.914298384,172.23.0.63,126478,actuator,,,HU
TG:4:HU:3,LC1,--,--,2.223015,3.22813556,-1.406243077,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,NC1,--,--,2.1998843,3.26682724,-1.287897839,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,NC2,--,--,2.0805203,3.28240285,-1.248561957,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,PSB,--,--,2.0324036,3.27084481,-1.288066634,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,HC1,--,--,1.984287,3.25928677,-1.327571312,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,HC2,--,--,2.0074177,3.22059509,-1.44591655,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,SD,1,16,2.1748984,3.21657752,-1.445747755,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,sensor,,,HU
TG:4:HU:3,LC2,--,--,2.1267817,3.20501949,-1.485252432,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,AMP1,--,--,2.1355561,2.83573217,-0.857697696,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,AMP2,--,--,2.1961786,2.72809307,-0.829833624,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,OS,--,--,2.1635542,2.67427353,-0.822867606,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,LS,--,--,2.1309299,2.62045398,-0.815901588,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,LC2,--,--,2.0679943,2.62045398,-0.822867606,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,DA,--,--,2.0050586,2.62045398,-0.829833624,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,WT,1,3,2.0096848,2.83573217,-0.871629732,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:GE:3,GE,1,18,1.9444361,2.72809307,-0.857697696,218.3022279,11.8931642,3.914298384,172.23.0.64,333333,sensor,,,GN
TG:4:HU:3,DR,3,29,1.8829362,2.25377225,-0.440639508,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,MO,6,31,1.8289853,2.3978952,-0.638115791,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,MO,5,26,1.7945551,2.28526113,-0.548121309,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,MO,4,21,1.6953438,2.18380949,-0.59097301,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,MO,3,6,1.6305155,2.19502965,-0.723804113,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,DR,2,22,1.5669344,2.07990826,-0.779111096,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,MO,2,32,1.6649194,2.30768889,-0.813781026,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,MO,1,25,1.7641746,2.40910338,-0.770951268,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:3,DR,1,9,1.8243675,2.49237613,-0.869925808,218.3022279,11.8931642,3.914298384,172.23.0.64,126455,actuator,,,HU
TG:4:HU:2,LC2,--,--,2.3561537,3.06833583,-1.892180662,218.3022279,11.8931642,3.914298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,LC1,--,--,2.4519273,3.09162603,-1.812665487,218.3022279,11.8931642,3.914298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,NC1,--,--,2.4281037,3.13029284,-1.694449653,218.3022279,11.8931642,3.914298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,NC2,--,--,2.3085065,3.14566946,-1.655748995,218.3022279,11.8931642,3.914298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,PSB,--,--,2.2606197,3.13402436,-1.695506582,218.3022279,11.8931642,3.914298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,HC2,--,--,2.2371274,3.07224973,-1.845355606,218.3022279,11.8931642,3.914298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,HC1,--,--,2.2127329,3.12237926,-1.73526417,218.3022279,11.8931642,3.914298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,DR,3,29,1.6414122,2.31522259,-1.012799975,218.3022279,11.8931642,3.914298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,MO,6,31,1.8058192,2.49521969,-1.069867247,218.3022279,11.8931642,3.914298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,MO,5,26,1.7064912,2.39380103,-1.112517825,218.3022279,11.8931642,3.914298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,MO,4,21,1.7041893,2.34685649,-1.253096017,218.3022279,11.8931642,3.914298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,MO,3,6,1.8012291,2.40131607,-1.351015877,218.3022279,11.8931642,3.914298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,DR,2,22,1.8239485,2.32966251,-1.472278837,218.3022279,11.8931642,3.914298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,MO,2,32,1.9005998,2.50269173,-1.30835411,218.3022279,11.8931642,3.914298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,MO,1,25,1.9028881,2.54965325,-1.167776408,218.3022279,11.8931642,3.914298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:2,DR,1,9,2.019831,2.61541425,-1.119256446,218.3022279,11.8931642,3.914298384,172.23.0.64,264765,actuator,,,HU
TG:4:HU:1,PSB,--,--,2.6597579,3.20098849,-1.457867702,218.3022279,11.8931642,3.914298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,HC1,--,--,2.7076674,3.21263957,-1.418139237,218.3022279,11.8931642,3.914298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,HC2,--,--,2.6839108,3.25130395,-1.299909112,218.3022279,11.8931642,3.914298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,NC1,--,--,2.5643353,3.26666618,-1.261135916,218.3022279,11.8931642,3.914298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,NC2,--,--,2.4685163,3.24336402,-1.340592846,218.3022279,11.8931642,3.914298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,RPi,--,--,2.4803946,3.22403183,-1.399707909,218.3022279,11.8931642,3.914298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,LC1,--,--,2.4922729,3.20469964,-1.458822971,218.3022279,11.8931642,3.914298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,LC2,--,--,2.6118484,3.18933741,-1.497596167,218.3022279,11.8931642,3.914298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,MO,6,31,2.4535834,2.65423321,-1.213369721,218.3022279,11.8931642,3.914298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,MO,5,26,2.326413,2.67632814,-1.140497443,218.3022279,11.8931642,3.914298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,MO,4,21,2.1969088,2.65159268,-1.20823531,218.3022279,11.8931642,3.914298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,MO,3,6,2.1945781,2.60481741,-1.348874396,218.3022279,11.8931642,3.914298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,MO,2,32,2.321752,2.58276133,-1.421757178,218.3022279,11.8931642,3.914298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,MO,1,25,2.4512531,2.60743925,-1.353997637,218.3022279,11.8931642,3.914298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,DR,3,29,2.329206,2.683047,-0.998011782,218.3022279,11.8931642,3.914298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,DR,2,22,2.0752133,2.54524118,-1.399441857,218.3022279,11.8931642,3.914298384,172.23.0.64,234564,actuator,,,HU
TG:4:HU:1,DR,1,9,2.5697073,2.55036304,-1.409354596,218.3022279,11.8931642,3.914298384,172.23.0.64,234564,actuator,,,HU
TG:5:HU:1,DR,3,29,2.9230796,2.08845639,-0.630428235,218.3022279,11.8931642,3.914298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,MO,6,31,3.0353241,2.04897787,-0.850704451,218.3022279,11.8931642,3.914298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,MO,5,26,2.9689242,2.14067776,-0.755032817,218.3022279,11.8931642,3.914298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,MO,4,21,2.9153046,2.27064655,-0.801986218,218.3022279,11.8931642,3.914298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,MO,3,6,2.9281416,2.30894113,-0.944609662,218.3022279,11.8931642,3.914298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,DR,2,22,2.8444702,2.41261111,-0.995658473,218.3022279,11.8931642,3.914298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,MO,1,25,3.0481421,2.08726202,-0.993327524,218.3022279,11.8931642,3.914298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,MO,2,32,2.9945785,2.2172545,-1.040271965,218.3022279,11.8931642,3.914298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,DR,1,9,3.0757288,1.98557619,-1.089517227,218.3022279,11.8931642,3.914298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,LC2,--,--,3.6507054,2.07488527,-0.657835925,218.3022279,11.8931642,3.914298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,HC1,--,--,3.5947179,2.1699463,-0.595655009,218.3022279,11.8931642,3.914298384,172.23.0.65,24576,actuator,,,HU
